name,type,location,address,distance,rating,business_area
惠仁堂(武汉剧院村店),医疗保健服务;医药保健销售店;药房,"114.287726,30.588510",解放大道1016附1号(循礼门地铁站E口步行390米),289,[],大智路
益丰大药房(吉庆街分店),医疗保健服务;医药保健销售店;药房,"114.293213,30.586813",合兴里小区西北门旁,293,[],大智路
武汉市江岸区平安健康门诊部,医疗保健服务;诊所;诊所,"114.292810,30.585477",大智街办事处黄石路1号黄石路,303,[],大智路
仁福泰大药房(南京路店),医疗保健服务;医药保健销售店;药房,"114.290217,30.584156",吉庆街52附3号(循礼门地铁站H口步行420米),311,[],江滩
武汉市江岸多康特全科诊所,医疗保健服务;诊所;诊所,"114.292005,30.589281",京汉大道瑞祥路68号(大智路地铁站G口步行450米),314,[],江滩
江岸郭桂华西医内科诊所,医疗保健服务;诊所;诊所,"114.290175,30.584127",吉庆街48附2号(循礼门地铁站H口步行330米),314,[],江滩
江岸葆安堂中医综合诊所,医疗保健服务;诊所;诊所,"114.290865,30.584192",福忠里5号门旁(循礼门地铁站H口步行430米),314,[],江滩
益丰大药房(新华小区店),医疗保健服务;医药保健销售店;药房,"114.288505,30.584499",保成路118号9栋(循礼门地铁站H口步行140米),315,[],大智路
泽宸口腔,医疗保健服务;专科医院;口腔医院,"114.287998,30.584807",保成路10号楼3室(循礼门地铁站H口步行110米),315,[],大智路
夜色成人超市(福忠里店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.291002,30.584203",南京路106号附3(循礼门地铁站H口步行440米),316,[],江滩
养养窝营养中心,医疗保健服务;医药保健销售店;医疗保健用品,"114.291982,30.589334",大智街道京汉大道1058号大智嘉园C栋(大金空调隔壁),317,[],江滩
华兴蜂胶(解放大道店),医疗保健服务;医药保健销售店;医疗保健用品,"114.286891,30.587496",解放大道1010附2号(循礼门地铁站E口步行250米),318,[],大智路
洁利康口腔,医疗保健服务;专科医院;口腔医院,"114.288869,30.584263",保成路6号楼2层(循礼门地铁站H口步行180米),323,[],大智路
江汉大学口腔门诊部,医疗保健服务;专科医院;口腔医院,"114.286813,30.587436",解放大道1008附6号(循礼门地铁站E口步行240米),324,[],大智路
狠狠爱成人用品店,医疗保健服务;医药保健销售店;医疗保健用品,"114.291044,30.584131",南京路与江汉二路交叉口西北20米,325,[],江滩
江岸区大智街保成社区卫生服务站,医疗保健服务;综合医院;卫生院,"114.290773,30.584067",保安里13号(循礼门地铁站H口步行440米),326,[],江滩
成人性用品(江汉二路店),医疗保健服务;医药保健销售店;医疗保健用品,"114.291313,30.584144",福忠里5号门旁(循礼门地铁站H口步行490米),331,[],大智路
静安大药房,医疗保健服务;医药保健销售店;药房,"114.288838,30.589811",解放大道1026号,342,[],大智路
郡艺医疗美容(循礼门店),医疗保健服务;专科医院;整形美容,"114.287097,30.585240",京汉大道商住楼B栋854号1层底商(循礼门地铁站J口旁),349,4.5,大智路
爱眼吧视光中心,医疗保健服务;医药保健销售店;医疗保健用品,"114.292249,30.589549",大智嘉园c栋1038附8号商铺一楼,352,[],江滩
叶医生风湿疼痛理疗,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.287739,30.584536",泰宁街7号,354,3.8,大智路
蜜爱坊成人情趣用品店,医疗保健服务;医药保健销售店;医疗保健用品,"114.290936,30.583827",江汉二路与南京路交叉口西40米,356,[],江滩
优益佳口腔(大智路店),医疗保健服务;专科医院;口腔医院,"114.292350,30.589610",大智街京汉大道1038号银泰大智嘉园C栋一层18室,363,[],大智路
优益佳口腔,医疗保健服务;专科医院;口腔医院,"114.292317,30.589717",京汉大道与义和巷交叉口西南80米,371,[],大智路
江岸宫小成口腔诊所,医疗保健服务;专科医院;口腔医院,"114.289328,30.590239",解放大道1034号附5号,374,[],大智路
诺尔口腔(吉庆街A区店),医疗保健服务;专科医院;口腔医院,"114.293619,30.585293",中山大道667-669号吉庆民俗街一期3栋401室,380,[],江滩
老百姓大药房(吉庆店),医疗保健服务;医药保健销售店;药房,"114.294019,30.587718",交易街26号大智商城F1层,380,[],大智路
维东正骨,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.286180,30.586914",解放大道1002号附3号,380,4,大智路
EasySmile牙齿隐形矫正诺尔口腔,医疗保健服务;专科医院;口腔医院,"114.293718,30.585372",中山大道吉庆民俗街3栋401室老通城豆皮楼上,384,[],江滩
诺尔口腔,医疗保健服务;专科医院;口腔医院,"114.293742,30.585394",中山大道与黄石路交叉口东北60米,385,[],大智路
江岸王杰口腔诊所,医疗保健服务;专科医院;口腔医院,"114.294159,30.587461",大智商城,388,[],大智路
AudioNova海之声助听器(西马路店),医疗保健服务;医药保健销售店;医疗保健用品,"114.289379,30.590378",解放大道1036号,388,[],大智路
江岸陈福生中医内科诊所,医疗保健服务;诊所;诊所,"114.287784,30.589887",光荣村36,397,[],建设大道
金药堂(台北路店),医疗保健服务;医药保健销售店;药房,"114.288392,30.590190",解放大道1461号附1号,397,[],建设大道
元禾堂(西马路店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.289697,30.590543",安静社区黄石路东北1门旁,401,3.7,大智路
冠生园(中山大道店),医疗保健服务;医药保健销售店;医疗保健用品,"114.294070,30.585665",中山大道吉庆街1楼商铺,402,4.5,江滩
西嘉助听器武汉旗舰店,医疗保健服务;医药保健销售店;医疗保健用品,"114.289703,30.590550",解放大道1038-4号,402,[],大智路
安湃声助听器(江岸西马路店),医疗保健服务;医药保健销售店;医疗保健用品,"114.289765,30.590620",解放大道1040号(安湃声助听器),409,[],大智路
江岸艾莉英中医诊所,医疗保健服务;诊所;诊所,"114.289881,30.590878",解放大道1042号附1号,437,[],大智路
小陈师傅专业可视采耳,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.289152,30.583105",吉庆街2号长盛公寓820,438,3.9,江滩
爱恩医疗健康,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.293366,30.589776",交易街与交易横街交叉口西北20米,440,[],大智路
祖传掏耳朵,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.288687,30.583204",江汉路步行街与吉庆街交叉口西北20米,440,4.2,前进
叶开泰中医诊所,医疗保健服务;诊所;诊所,"114.293334,30.589832",交易街与交易横街交叉口西北40米,442,[],江滩
大智嘉园门诊部,医疗保健服务;诊所;诊所,"114.293297,30.589875",交易街与交易横街交叉口西北40米,443,[],大智路
叶开泰(交易街店),医疗保健服务;医药保健销售店;药房,"114.293351,30.589843",交易街103附2(大智路地铁站G口步行300米),444,[],江滩
爱恩医疗美容,医疗保健服务;专科医院;整形美容,"114.292957,30.590185",京汉大道1038附36附近,449,[],大智路
武汉市第十一医院-体检,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.289135,30.590923","天门墩40号(原八一二厂院内),也可从聚贵鱼府的对面(台北路301号附7)进来",452,3,[]
嫣然采耳SPA(俊华大厦B座店),医疗保健服务;医药保健销售店;药房,"114.287884,30.583343",俊华大厦B座1703室(循礼门地铁站C口步行210米),456,3.8,江滩
益丰大药房(解放南路店),医疗保健服务;医药保健销售店;药房,"114.290117,30.591091",解放大道1050号,460,[],大智路
乐迪宠物医院(代琪24h店),医疗保健服务;动物医疗场所;宠物诊所,"114.293249,30.590178",大智街道京汉大道1038号银泰大智嘉园C栋1层38室3940,465,4.5,江滩
爱恩医疗,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.293201,30.590214",大智嘉园2区东门旁(大智路地铁站G口步行290米),466,[],江滩
老百姓大药房(西马路取货点),医疗保健服务;医药保健销售店;药房,"114.290270,30.591219",解放大道1048号附1号(大智路地铁站F口步行490米),475,3.8,大智路
成人用品(可配送),医疗保健服务;医药保健销售店;医疗保健用品,"114.291094,30.582721",保成路28号(江汉路地铁站E口步行370米),479,[],大智路
天济大药房(西马路取货点),医疗保健服务;医药保健销售店;药房,"114.290303,30.591284",解放大道1050附1号(大智路地铁站F口步行480米),482,[],大智路
丽声助听器西马路直属中心,医疗保健服务;医药保健销售店;医疗保健用品,"114.290364,30.591364",解放大道1042-1050号5,491,[],大智路
益丰大药房(武汉循礼门分店),医疗保健服务;医药保健销售店;药房,"114.284991,30.586492",解放大道1419号附1号,497,[],建设大道
江汉医院,医疗保健服务;综合医院;综合医院,"114.289310,30.582502",贯中里东南门东北120米,501,4.4,前进
青少年宫视力控制中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.285670,30.589298",台北路51号武汉市青少年宫D区7层,502,[],建设大道
言瑾医疗美容诊所,医疗保健服务;专科医院;整形美容,"114.291707,30.591393",义和巷17号(大智路地铁站G口步行360米),516,4.3,大智路
林永华外科诊所,医疗保健服务;诊所;诊所,"114.290512,30.591588",解放大道与安静后街交叉口东北120米,517,[],大智路
唯美宠物(大智路分店),医疗保健服务;动物医疗场所;动物医疗场所,"114.294420,30.589800",大智路交易横街大智公寓C座123号附2号,517,4,大智路
牙艺人口腔(M购物中心),医疗保健服务;专科医院;口腔医院,"114.286518,30.583493",江汉路187号世纪都会商场4层4056-4058号,519,[],江滩
武汉林永华外科诊所(骨科),医疗保健服务;诊所;诊所,"114.290546,30.591610",解放大道(大智路地铁站F口出站步行可到),519,[],大智路
同仁堂,医疗保健服务;医药保健销售店;药房,"114.285279,30.584889",江汉路257号大润发(江汉店),520,[],江滩
武汉市青少年视力低下防制(预防控制)中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.285460,30.589364",解放大道1435号市青少年宫D区7楼,523,[],建设大道
五洲麦芽口腔,医疗保健服务;专科医院;口腔医院,"114.285084,30.585167",江汉路257号大润发F2(循礼门地铁站B口旁),524,[],新华路
武汉美仑中爱医疗美容,医疗保健服务;专科医院;整形美容,"114.293478,30.590712",京汉大道1058号银泰大智嘉园A栋4楼,526,4.5,大智路
王勇口腔诊所,医疗保健服务;专科医院;口腔医院,"114.294526,30.589853",大智路123附3号(大智路地铁站G口步行280米),529,[],大智路
洁耳康,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.289356,30.582244",贯中里东南门东北90米(江汉路地铁站E口步行380米),529,[],江滩
老百姓大药房(循礼门店),医疗保健服务;医药保健销售店;药房,"114.284628,30.586452",解放大道1417号附1号,532,[],建设大道
新福兴动物医院,医疗保健服务;动物医疗场所;宠物诊所,"114.287452,30.591143",台北路特6号台北名居1层(近青少年宫),533,4.4,建设大道
医疗美容门诊,医疗保健服务;专科医院;整形美容,"114.293510,30.590784",大智街办事处京汉大道952号黄石路金色未来一楼,534,[],大智路
乐道中医推拿,医疗保健服务;医药保健销售店;医疗保健用品,"114.289493,30.582155",江汉路129号1501室,537,4.2,前进
普东视光眼科,医疗保健服务;专科医院;眼科医院,"114.290731,30.591818",解放南路与义和巷交叉口西80米,544,[],西马
坤元中医养生馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.284624,30.588234",金灿家园东北门西南80米,548,3.6,建设大道
江岸区球场街北区社区卫生服务中心,医疗保健服务;综合医院;卫生院,"114.291989,30.591627",义和巷28号(大智路地铁站F口步行290米),549,[],江滩
普东视光眼科,医疗保健服务;专科医院;眼科医院,"114.290731,30.591818",解放南路与义和巷交叉口西80米,544,[],西马
坤元中医养生馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.284624,30.588234",金灿家园东北门西南80米,548,3.6,建设大道
江岸区球场街北区社区卫生服务中心,医疗保健服务;综合医院;卫生院,"114.291989,30.591627",义和巷28号(大智路地铁站F口步行290米),549,[],江滩
便民药房,医疗保健服务;医药保健销售店;药房,"114.291981,30.591633",馨悦国际西南1门旁(大智路地铁站G口步行380米),549,[],大智路
浮云耳,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.290970,30.581974",江汉一路60号(江汉路地铁站E口步行280米),559,3.8,大智路
甲冉生灰指甲(京汉大道),医疗保健服务;医药保健销售店;医疗保健用品,"114.293720,30.590967",大智街街道京汉大道大智家园B栋1058号附7号,562,[],大智路
天济大药房(循礼门店),医疗保健服务;医药保健销售店;药房,"114.284288,30.586625",解放大道719-721号1层3、4号商铺,562,[],建设大道
浮云耳古法采耳头疗馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.290923,30.581936",保成路12号楼2层部分(江汉路E出口步行310米),563,4,大智路
传奇春天大药房(渣家路店),医疗保健服务;医药保健销售店;药房,"114.284204,30.587107",渣家路12号(循礼门地铁站E口步行250米),570,[],建设大道
汪小喵宠物美容·洗护·寄养,医疗保健服务;动物医疗场所;动物医疗场所,"114.291302,30.591978",解放南路与义和巷交叉口西南20米,570,4.1,大智路
无人便利店,医疗保健服务;医药保健销售店;医疗保健用品,"114.290907,30.592075",解放南路与义和巷交叉口西60米,574,[],[]
马应龙大药房(南京路店),医疗保健服务;医药保健销售店;药房,"114.293460,30.582643",大智街南京路25号(江汉路地铁站A口步行420米),575,[],大智路
聪明堂眼科诊所,医疗保健服务;专科医院;眼科医院,"114.294999,30.590129",大智路32号大智无界空中小镇1栋302(麦当劳楼上),583,[],江滩
轻医美门诊,医疗保健服务;诊所;诊所,"114.294013,30.591047",大智街道大智嘉园A栋(大智路地铁站G口步行170米),587,[],大智路
亦研普拉提(大智路店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.295544,30.589482",大智无界空中小镇6号楼6楼一杯猫咖啡旁左拐进停车场前行10米右拐见电梯直达,588,4.1,大智路
高济心连心大药房(馨悦国际店),医疗保健服务;医药保健销售店;药房,"114.291771,30.592070",义和巷10号(大智路地铁站F口步行290米),590,[],大智路
江岸区球场街北社区卫生服务站,医疗保健服务;综合医院;卫生院,"114.291771,30.592077",馨悦国际西北门西南80米,591,[],大智路
四良轻医美医疗美容,医疗保健服务;专科医院;整形美容,"114.294004,30.591101",大智街道京汉大道1058号银泰大智嘉园A栋1层25室,591,4.1,江滩
武汉美一一仑医疗美容门诊部有限责任公司,医疗保健服务;专科医院;整形美容,"114.294155,30.591037",大智路与友益街交叉口西40米,594,[],大智路
四良轻医美,医疗保健服务;专科医院;整形美容,"114.294084,30.591115",大智嘉园1区西北门旁(大智路地铁站G口步行200米),597,[],江滩
老百姓大药房(南京路店),医疗保健服务;医药保健销售店;药房,"114.293717,30.582530",大智街南京路25号,599,[],大智路
益丰大药房(武汉江汉四路取货点),医疗保健服务;医药保健销售店;药房,"114.286704,30.582433",江汉四路4-6号1层1010-1012号(华顺公寓旁),601,[],江滩
天济大药房(江汉三路取货点),医疗保健服务;医药保健销售店;药房,"114.287494,30.582004",江汉三路19号1栋101号第1-2号商铺,606,[],江滩
郑远元专业修脚房(江汉四路m+店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.286337,30.582514",江汉四路1-19号科技王广场,614,4,前进
江岸区洪宝莉西医内科诊所,医疗保健服务;专科医院;专科医院|医疗保健服务;诊所;诊所,"114.284125,30.588982",西马街办事处渣家左路94号,619,[],建设大道
王德宝口腔,医疗保健服务;专科医院;口腔医院,"114.294816,30.590840",大智路裕华公寓(大智路地铁站A口步行160米),622,[],江滩
海王星辰健康药房(南京路二分店),医疗保健服务;医药保健销售店;药房,"114.293956,30.582409",南京路23号(江汉路地铁站D口步行450米),623,[],大智路
江岸汉植口腔诊所,医疗保健服务;专科医院;口腔医院,"114.293770,30.591674",京汉城市广场1栋商铺2层10室,629,[],江滩
迅洁口腔,医疗保健服务;专科医院;口腔医院,"114.295082,30.583087",胜利街53号街豪景名苑1层,639,[],大智路
汉口大药房(江汉二路店),医疗保健服务;医药保健销售店;药房,"114.288604,30.581356",江汉二路10-16号(江汉路地铁站G口步行430米),640,[],江滩
俊珲·养生馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.296819,30.587699",兰陵路与中山大道交叉口东南40米,644,3.8,大智路
老年健康服务站,医疗保健服务;诊所;诊所,"114.296770,30.585802",胜利街与天津路交叉口北40米,647,[],大智路
情趣生活馆,医疗保健服务;医药保健销售店;医疗保健用品,"114.296746,30.585343",天津路与胜利街交叉口东20米,657,[],江滩
江岸王爱良中医康复诊所,医疗保健服务;诊所;诊所,"114.291958,30.592656",解放南路103附4(大智路地铁站F口步行220米),658,[],大智路
江岸区球场街道同庆阁社区椿萱社区卫生服务站,医疗保健服务;综合医院;卫生院,"114.293289,30.592217",球场街与京汉大道交叉口西100米,658,[],江滩
江岸区普东视光眼科,医疗保健服务;专科医院;眼科医院,"114.291623,30.592802",球场街解放大道1070-2号财富大厦,666,0.9,[]
益丰大药房(武汉尚德社区分店),医疗保健服务;医药保健销售店;药房,"114.294674,30.591526",大智路106号附2号(大智路地铁站A口步行80米),668,[],江滩
健安易康中医门诊部,医疗保健服务;诊所;诊所,"114.291633,30.592834",汉口解放大道1070号附3号,669,[],[]
派恩宜灰指甲(中山大道大智路店),医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.296962,30.588433",中山大道1050号,673,[],大智路
健安药店,医疗保健服务;医药保健销售店;药房,"114.291706,30.592921",解放大道辅路与西马路交叉口东60米,680,[],[]
江岸区中西结合医院,医疗保健服务;综合医院;综合医院,"114.295643,30.590903",友益街18号(大智路地铁站A口步行220米),685,[],大智路
福懋动物医院(解放大道分院-24小时急诊),医疗保健服务;动物医疗场所;宠物诊所,"114.291817,30.593019",解放大道1072号(香港路立交桥财富大厦旁),693,3.9,[]
老百姓大药房(长青广场店),医疗保健服务;医药保健销售店;药房,"114.295439,30.591214",友益街尚德里2号1层910室,694,[],大智路
武汉市第八医院(南院区),医疗保健服务;综合医院;综合医院,"114.295855,30.590809",友益街18号(近常青广场好又多超市),695,[],大智路
江岸区车站街社区卫生服务中心,医疗保健服务;综合医院;卫生院,"114.295702,30.590984",友益街18号(大智路地铁站A口步行230米),696,[],江滩
心连心大药房(合作路取货点),医疗保健服务;医药保健销售店;药房,"114.297396,30.586287",胜利街117号,698,[],大智路
MO-YAO沫药,医疗保健服务;医药保健销售店;药房|医疗保健服务;医药保健销售店;医疗保健用品,"114.295708,30.582870",胜利街与黄石路交叉口南100米,700,[],江滩
颐康堂中医馆(江汉二路),医疗保健服务;诊所;诊所,"114.287881,30.580958",江汉二路与前进五路交叉口东北20米,701,[],前进
蜂蜜专卖店,医疗保健服务;医药保健销售店;医疗保健用品,"114.297209,30.588650",中山大道与黎黄陂路交叉口南60米,702,[],大智路
海王星辰健康药房(车站街尚德社区店),医疗保健服务;医药保健销售店;药房,"114.295574,30.591206",兰陵路84号(大智路地铁站A口步行240米),703,[],大智路
武汉市第八医院(南院区),医疗保健服务;综合医院;综合医院,"114.295855,30.590809",友益街18号(近常青广场好又多超市),695,[],大智路
江岸区车站街社区卫生服务中心,医疗保健服务;综合医院;卫生院,"114.295702,30.590984",友益街18号(大智路地铁站A口步行230米),696,[],江滩
心连心大药房(合作路取货点),医疗保健服务;医药保健销售店;药房,"114.297396,30.586287",胜利街117号,698,[],大智路
MO-YAO沫药,医疗保健服务;医药保健销售店;药房|医疗保健服务;医药保健销售店;医疗保健用品,"114.295708,30.582870",胜利街与黄石路交叉口南100米,700,[],江滩
颐康堂中医馆(江汉二路),医疗保健服务;诊所;诊所,"114.287881,30.580958",江汉二路与前进五路交叉口东北20米,701,[],前进
蜂蜜专卖店,医疗保健服务;医药保健销售店;医疗保健用品,"114.297209,30.588650",中山大道与黎黄陂路交叉口南60米,702,[],大智路
海王星辰健康药房(车站街尚德社区店),医疗保健服务;医药保健销售店;药房,"114.295574,30.591206",兰陵路84号(大智路地铁站A口步行240米),703,[],大智路
蜂王浆专卖店,医疗保健服务;医药保健销售店;医疗保健用品,"114.297215,30.588659",西马街办事处中山大道1070号,703,[],江滩
老百姓大药房(江汉取货点),医疗保健服务;医药保健销售店;药房,"114.286997,30.581232",前进五路109号与江汉三路丁字路口原红领巾学校,704,[],江滩
湖北中医药大学教学医院,医疗保健服务;综合医院;综合医院,"114.295836,30.590999",友益街18号(大智路地铁站A口步行260米),706,[],江滩
吉馨堂,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.297257,30.588704",中山大道与黎黄陂路交叉口南40米,708,2.8,大智路
水沐年华采耳馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.288293,30.580783",江汉二路附6号(江汉路地铁站G口步行340米),709,4.1,江滩
住院部,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.297196,30.589061",湖北省中西医结合医院中山分部东南门旁,714,[],大智路
武汉市中心医院南京路院区门诊,医疗保健服务;综合医院;三级甲等医院,"114.294715,30.581819",武汉市中心医院南京路院区4号门东北70米,719,[],江滩
湖北省中西医结合医院中山分部,医疗保健服务;综合医院;三级甲等医院,"114.297187,30.589220",中山大道755号,720,[],大智路
湖北省中西医结合医院中山分部住院部,医疗保健服务;综合医院;三级甲等医院,"114.297246,30.589080",中山大道755号湖北省中西医结合医院中山分部,720,[],大智路
吉安康医疗器械(胜利街店),医疗保健服务;医药保健销售店;医疗保健用品,"114.294020,30.581406",胜利街37号(江汉路地铁站D口步行270米),720,[],大智路
武汉市中心医院门诊部,医疗保健服务;综合医院;三级甲等医院,"114.294747,30.581825",胜利街26号武汉市中心医院内,721,[],江滩
锦宸医疗,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.297589,30.585530",合作路与鄱阳街交叉口西北60米,730,[],江滩
香艾养生馆,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.283034,30.589304",渣家左路与江汉北路交叉口东北200米,730,3.6,建设大道
正航口腔,医疗保健服务;专科医院;口腔医院,"114.293350,30.592912",京汉城市广场大智路地铁站F出口20米,730,[],大智路
谦泰堂鼻疗馆,医疗保健服务;医药保健销售店;医疗保健用品,"114.297444,30.588975",黎黄陂路53号,734,[],江滩
仲德堂,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.288196,30.580565",前进五路与江汉二路交叉口东40米,735,[],江滩
武汉市中心医院医学美容,医疗保健服务;专科医院;整形美容,"114.294510,30.581504",武汉市中心医院南京路院区4号门旁,736,4.2,江滩
同医堂药房(自治街店),医疗保健服务;医药保健销售店;药房,"114.285520,30.581666",自治街267号(循礼门地铁站C口步行490米),737,[],江滩
江岸王保舟内科诊所,医疗保健服务;诊所;诊所,"114.293314,30.592996",大智路与京汉大道交汇处京汉城市广场4栋13号商铺,737,[],江滩
武汉市中医医院汉口院区,医疗保健服务;综合医院;三级甲等医院,"114.297693,30.588437",黎黄陂路49号,741,[],江滩
老百姓大药房(大智路取货点),医疗保健服务;医药保健销售店;药房,"114.297362,30.589396",中山大道759号,742,[],大智路
武汉市中医医院汉口院区国家中医重点专科项目脑病科,医疗保健服务;综合医院;三级甲等医院,"114.297631,30.588756",黎黄陂路49号武汉市中医医院汉口院区,744,[],大智路
保舟诊所,医疗保健服务;诊所;诊所,"114.293294,30.593075",球场街与解放南路交叉口南100米,745,[],大智路
阳慷大药房(前进五路店),医疗保健服务;医药保健销售店;药房,"114.288322,30.580445",前进五路7天酒店(武汉步行街店),745,[],前进
武汉市中医医院汉口院区远志楼,医疗保健服务;综合医院;三级甲等医院,"114.297703,30.588560",一元街街道黎黄陂路52号,745,[],江滩
国大药房,医疗保健服务;医药保健销售店;药房,"114.288380,30.580395",前进五路与江汉一路交叉口西北40米,749,[],前进
武汉市中医医院汉口院区银杏楼,医疗保健服务;综合医院;三级甲等医院,"114.297775,30.588472",一元街街道黎黄陂路62号,750,[],江滩
江岸黄路平中医内科诊所,医疗保健服务;诊所;诊所,"114.297589,30.589066",一元街黎黄陂路56号,750,[],大智路
沛麟康复,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"114.283596,30.583246",单洞社区名仕阁公寓北门旁,751,[],新华路
湖北天欣医药,医疗保健服务;医药保健销售店;药房,"114.295490,30.591920",永清街街道三阳路128号三阳广场B座向阳阁801,753,[],江滩
武汉市中医医院汉口院区住院部,医疗保健服务;综合医院;三级甲等医院,"114.297813,30.588548",黎黄陂路49号武汉市中医医院内,755,[],大智路
武汉市中医医院汉口院区心内科,医疗保健服务;综合医院;三级甲等医院,"114.297790,30.588629",大智街办事处黎黄陂路49号,755,[],江滩
武汉市中医医院汉口院区发热门诊,医疗保健服务;综合医院;三级甲等医院,"114.297850,30.588416",黎黄陂路49号,755,[],大智路
天济大药房(长青广场店),医疗保健服务;医药保健销售店;药房,"114.296056,30.591457",友益街东方大厦1、2层1室,756,[],大智路
